GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000167658   19    3976054    3985467     14       2  65967     -0.34457      0.63479
ENSG00000105229   19    4007644    4039384     80       6  65967     -0.77413      0.78057
ENSG00000178951   19    4044362    4066943      1       1  65967      0.31758       0.3754
ENSG00000060566   19    4153598    4173051      6       1  65967      -0.1308      0.55203
ENSG00000077463   19    4174106    4182601      6       1  65967     -0.91552      0.82004
ENSG00000089847   19    4183351    4224811     12       2  65967       2.2037     0.013774
ENSG00000105246   19    4229495    4237528      5       1  65967        0.958      0.16903
ENSG00000105248   19    4247076    4269087     54       1  65967      0.76107      0.22331
ENSG00000105251   19    4278598    4290721     11       1  65967    -0.067659      0.52697
ENSG00000167664   19    4292229    4302428      1       1  65967       1.6946      0.04508
ENSG00000105255   19    4304597    4323840      5       1  65967     -0.95491      0.83019
ENSG00000178078   19    4324040    4342783     32       3  65967      -1.3288      0.90804
ENSG00000008382   19    4343524    4360083     23       3  65967     -0.19823      0.57857
ENSG00000141985   19    4360367    4400544     66       9  65967      0.39108      0.34787
ENSG00000167670   19    4402659    4445015     82       8  65967      0.33509      0.36878
ENSG00000167671   19    4444996    4457819     28       4  65967      0.47669      0.31679
ENSG00000167674   19    4472284    4502223     65       5  65967      0.49468      0.31041
ENSG00000167676   19    4502204    4517716      6       2  65967      -1.5942      0.94455
ENSG00000214456   19    4522543    4535236     17       1  65967      0.11129      0.45569
ENSG00000185361   19    4639530    4655580      8       2  65967      -1.8797      0.96992
ENSG00000074842   19    4641386    4670382     65       4  65967     -0.90092      0.81618
ENSG00000142002   19    4675236    4724685     34       4  65967      -1.2133      0.88749
ENSG00000141965   19    4791728    4795571      2       1  65967       1.2497      0.10571
ENSG00000127666   19    4815944    4831716     20       3  65967     -0.32852      0.62874
ENSG00000105355   19    4838353    4867780     43       7  65967      0.18854      0.42523
ENSG00000205784   19    4890449    4902879     21       2  65967      -1.5411      0.93835
ENSG00000127663   19    4969125    5153606    447      28  65967      0.80341      0.21087
ENSG00000105426   19    5158506    5340814    281      44  65967      0.25184      0.40058
ENSG00000105428   19    5455426    5456867      7       2  65967      -1.9269        0.973
ENSG00000130254   19    5587010    5624057     55       8  65967       1.0267      0.15228
ENSG00000160633   19    5623046    5668489     56       6  65967       1.2902     0.098496
ENSG00000130255   19    5674958    5691887     18       4  65967       1.1562       0.1238
ENSG00000174917   19    5678432    5680907      2       1  65967       0.9538      0.17009
ENSG00000167733   19    5680615    5688533      5       2  65967       1.8051     0.035528
ENSG00000196365   19    5691845    5720583     66       8  65967       1.0245      0.15279
ENSG00000174898   19    5720688    5778745     48       9  65967        1.973     0.024247
ENSG00000212123   19    5782971    5784776      6       2  65967      0.69394      0.24386
ENSG00000141994   19    5784843    5791249     21       3  65967      0.81231      0.20831
ENSG00000171119   19    5823813    5828335      6       3  65967     -0.31985      0.62546
ENSG00000156413   19    5830621    5839742     24       5  65967     -0.78582      0.78401
ENSG00000171124   19    5842899    5851485      2       1  65967      -1.9061      0.97168
ENSG00000130383   19    5865837    5903798     98       9  65967      -1.5309       0.9371
ENSG00000174886   19    5891287    5904017     31       5  65967      -1.4414      0.92526
ENSG00000187650   19    5904869    5910864     18       3  65967      -1.3592      0.91295
ENSG00000105519   19    5911718    5915888      7       3  65967      -1.5407      0.93831
ENSG00000031823   19    5916150    5978153     53       7  65967     -0.92101      0.82148
ENSG00000087903   19    5993175    6199583    306      13  65967    -0.069129      0.52756
ENSG00000130377   19    6135258    6193112    151       7  65967     -0.40109      0.65582
ENSG00000130382   19    6212966    6279959    136       8  65967       1.7063     0.043976
ENSG00000167769   19    6306153    6333640     30       4  65967      0.86526      0.19345
ENSG00000125656   19    6361463    6368919     26       4  65967       1.6537      0.04909
ENSG00000125652   19    6372444    6375042      7       2  65967     -0.33685      0.63188
ENSG00000125650   19    6375159    6379069     18       3  65967     -0.61297      0.73005
ENSG00000125651   19    6379580    6393992     40       5  65967     0.097703      0.46108
ENSG00000088247   19    6413359    6424805      6       1  65967    -0.063072      0.52515
ENSG00000125648   19    6436090    6465214      7       1  65967       1.1399      0.12716
ENSG00000205744   19    6467218    6482568      1       1  65967      0.12844       0.4489
ENSG00000125657   19    6531010    6535931      2       1  65967     -0.31008      0.62175
ENSG00000125726   19    6583194    6604114     27       3  65967     -0.57398      0.71701
ENSG00000125735   19    6663148    6670599      5       2  65967       1.2937     0.097885
ENSG00000125730   19    6677715    6730573    125      13  65967      0.82837      0.20373
ENSG00000125733   19    6737936    6751537      5       2  65967       1.5062     0.066007
ENSG00000125731   19    6752171    6767599     38       4  65967      0.15119      0.43991
ENSG00000141968   19    6772725    6857377    106       6  65967     -0.36308      0.64173
ENSG00000174837   19    6887577    6940470    230      16  65967      0.84437      0.19923
ENSG00000130544   19    7069455    7087979     41       5  65967        1.005      0.15744
ENSG00000171105   19    7112266    7294045    399      32  65967      0.91541      0.17999
ENSG00000104880   19    7459999    7537363    298      11  65967       -1.039      0.85059
ENSG00000104883   19    7541761    7562335     24       2  65967      -2.0076      0.97766
ENSG00000198816   19    7580178    7585912      3       1  65967      0.54446      0.29306
ENSG00000032444   19    7598890    7626650     68       6  65967      0.44204      0.32923
ENSG00000076826   19    7660788    7683190     30       4  65967       1.1531      0.12443
ENSG00000076924   19    7684411    7694451     25       3  65967      0.43374      0.33224
ENSG00000229833   19    7694623    7696842      4       1  65967       1.6419     0.050301
ENSG00000174788   19    7696497    7698634      7       1  65967        1.555     0.059968
ENSG00000076944   19    7701767    7712759     13       2  65967       1.5657     0.058712
ENSG00000104921   19    7753644    7767032     10       1  65967      -2.0118      0.97788
ENSG00000182566   19    7793843    7798792     15       4  65967       2.3553    0.0092532
ENSG00000090659   19    7804879    7812464     11       2  65967     -0.40108      0.65582
ENSG00000104938   19    7828035    7834491     26       5  65967     -0.24774      0.59783
ENSG00000142459   19    7895119    7929862     72       9  65967     -0.22029      0.58718
ENSG00000171017   19    7953390    7966901     13       3  65967       1.0566      0.14536
ENSG00000076984   19    7968728    7979363      1       1  65967       1.5699      0.05822
ENSG00000104980   19    7991603    8008805     47       4  65967       1.2437       0.1068
ENSG00000066044   19    8023463    8070543     68       6  65967       1.3242     0.092716
ENSG00000131142   19    8117651    8127534     20       4  65967     -0.26345       0.6039
ENSG00000142449   19    8130286    8214730    249      22  65967      -1.8741      0.96954
ENSG00000090661   19    8271620    8327305     42       7  65967      -1.0386       0.8505
ENSG00000167775   19    8367011    8373240     26       1  65967      -1.7558      0.96044
ENSG00000167774   19    8373167    8386263     30       3  65967     -0.56547      0.71412
ENSG00000267855   19    8373490    8386280     29       3  65967     -0.55029      0.70894
ENSG00000233927   19    8386042    8388224      7       3  65967     -0.36954      0.64414
ENSG00000186994   19    8387468    8408146     78       6  65967       1.3013     0.096584
ENSG00000167772   19    8428173    8439257     13       3  65967     -0.22997      0.59094
ENSG00000185236   19    8454865    8469318     37       5  65967      -0.1074      0.54276
ENSG00000099785   19    8478154    8503901     49       9  65967       1.1292      0.12941
ENSG00000099783   19    8509651    8553998     92      10  65967       0.2116      0.41621
ENSG00000133246   19    8554940    8567996     16       3  65967      0.47451      0.31757
ENSG00000133250   19    8575462    8579048     15       2  65967   -0.0044493      0.50177
ENSG00000142347   19    8585674    8642461     44       7  65967      0.56925      0.28459
ENSG00000142303   19    8645126    8675620      5       2  65967    -0.053722      0.52142
ENSG00000181786   19    8807751    8809172      4       2  65967       1.5602     0.059355
ENSG00000181733   19    8841316    8842371      1       1  65967     -0.24404       0.5964
ENSG00000167785   19    8920380    8943004     51       6  65967      0.20075      0.42045
ENSG00000170948   19    8943074    8954016     15       4  65967     -0.50677      0.69384
ENSG00000181143   19    8959520    9092018    363      25  65967        1.085      0.13895
ENSG00000170929   19    9203855    9204889      1       1  65967       1.3846      0.08309
ENSG00000170923   19    9212945    9213982      4       1  65967      0.58968       0.2777
ENSG00000161807   19    9225274    9226439      5       2  65967     -0.88153      0.81098
ENSG00000170920   19    9236688    9237626      3       1  65967      -1.5156      0.93519
ENSG00000130803   19    9251056    9274100     83       7  65967      0.32743      0.37167
